name,file,docstring,content,start_line,end_line
keys,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_data.py,"Return the keys of the record.

:returns: list of key names","def keys(self) -> t.List[str]:  # type: ignore[override]
        """""" Return the keys of the record.

        :returns: list of key names
        """"""
        return list(self.__keys)",205,210
values,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_data.py,"Return the values of the record, optionally filtering to
include only certain values by index or key.

:param keys: indexes or keys of the items to include; if none
             are provided, all values will be included

:returns: list of values","def values(self, *keys: _K) -> t.List[t.Any]:  # type: ignore[override]
        """""" Return the values of the record, optionally filtering to
        include only certain values by index or key.

        :param keys: indexes or keys of the items to include; if none
                     are provided, all values will be included

        :returns: list of values
        """"""
        if keys:
            d: t.List[t.Any] = []
            for key in keys:
                try:
                    i = self.index(key)
                except KeyError:
                    d.append(None)
                else:
                    d.append(self[i])
            return d
        return list(self)",212,231
items,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_data.py,"Return the fields of the record as a list of key and value tuples

:returns: a list of value tuples","def items(self, *keys):
        """""" Return the fields of the record as a list of key and value tuples

        :returns: a list of value tuples
        """"""
        if keys:
            d = []
            for key in keys:
                try:
                    i = self.index(key)
                except KeyError:
                    d.append((key, None))
                else:
                    d.append((self.__keys[i], self[i]))
            return d
        return list((self.__keys[i], self._super_getitem_single(i))
                    for i in range(len(self)))",233,249
data,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_data.py,"Return the record as a dictionary.

Return the keys and values of this record as a dictionary, optionally
including only certain values by index or key.
Keys provided in the items that are not in the record will be inserted
with a value of :data:`None`; indexes provided that are out of bounds
will trigger an :exc:`IndexError`.

This function provides a convenient but opinionated way to transform
the record into a mostly JSON serializable format. It is mainly useful
for interactive sessions and rapid prototyping.

The transformation works as follows:

 * Nodes are transformed into dictionaries of their
   properties.

   * No indication of their original type remains.
   * Not all information is serialized (e.g., labels and element_id are
     absent).

 * Relationships are transformed to a tuple of
   ``(start_node, type, end_node)``, where the nodes are transformed
   as described above, and type is the relationship type name
   (:class:`str`).

   * No indication of their original type remains.
   * No other information (properties, element_id, start_node,
     end_node, ...) is serialized.

 * Paths are transformed into lists of nodes and relationships. No
   indication of the original type remains.
 * :class:`list` and :class:`dict` values are recursively transformed.
 * Every other type remains unchanged.

   * Spatial types and durations inherit from :class:`tuple`. Hence,
     they are JSON serializable, but, like graph types, type
     information will be lost in the process.
   * The remaining temporal types are not JSON serializable.

You will have to implement a custom serializer should you need more
control over the output format.

:param keys: Indexes or keys of the items to include. If none are
    provided, all values will be included.

:returns: dictionary of values, keyed by field name

:raises: :exc:`IndexError` if an out-of-bounds index is specified.","def data(self, *keys: _K) -> t.Dict[str, t.Any]:
        """"""Return the record as a dictionary.

        Return the keys and values of this record as a dictionary, optionally
        including only certain values by index or key.
        Keys provided in the items that are not in the record will be inserted
        with a value of :data:`None`; indexes provided that are out of bounds
        will trigger an :exc:`IndexError`.

        This function provides a convenient but opinionated way to transform
        the record into a mostly JSON serializable format. It is mainly useful
        for interactive sessions and rapid prototyping.

        The transformation works as follows:

         * Nodes are transformed into dictionaries of their
           properties.

           * No indication of their original type remains.
           * Not all information is serialized (e.g., labels and element_id are
             absent).

         * Relationships are transformed to a tuple of
           ``(start_node, type, end_node)``, where the nodes are transformed
           as described above, and type is the relationship type name
           (:class:`str`).

           * No indication of their original type remains.
           * No other information (properties, element_id, start_node,
             end_node, ...) is serialized.

         * Paths are transformed into lists of nodes and relationships. No
           indication of the original type remains.
         * :class:`list` and :class:`dict` values are recursively transformed.
         * Every other type remains unchanged.

           * Spatial types and durations inherit from :class:`tuple`. Hence,
             they are JSON serializable, but, like graph types, type
             information will be lost in the process.
           * The remaining temporal types are not JSON serializable.

        You will have to implement a custom serializer should you need more
        control over the output format.

        :param keys: Indexes or keys of the items to include. If none are
            provided, all values will be included.

        :returns: dictionary of values, keyed by field name

        :raises: :exc:`IndexError` if an out-of-bounds index is specified.
        """"""
        return RecordExporter().transform(dict(self.items(*keys)))",251,302
transform,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_data.py,"Transform a value, or collection of values.

:param x: input value
:returns: output value","def transform(self, x):
        """""" Transform a value, or collection of values.

        :param x: input value
        :returns: output value
        """"""",311,316
get_user_agent,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_meta.py,"Obtain the default user agent string sent to the server after
a successful handshake.","def get_user_agent():
    """""" Obtain the default user agent string sent to the server after
    a successful handshake.
    """"""
    return USER_AGENT",78,82
deprecated,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_meta.py,"Decorator for deprecating functions and methods.

::

    @deprecated(""'foo' has been deprecated in favour of 'bar'"")
    def foo(x):
        pass","def deprecated(message: str) -> t.Callable[[_FuncT], _FuncT]:
    """""" Decorator for deprecating functions and methods.

    ::

        @deprecated(""'foo' has been deprecated in favour of 'bar'"")
        def foo(x):
            pass

    """"""
    return _make_warning_decorator(message, deprecation_warn)",100,110
experimental,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_meta.py,"Decorator for tagging experimental functions and methods.

::

    @experimental(""'foo' is an experimental function and may be ""
                  ""removed in a future release"")
    def foo(x):
        pass

.. deprecated:: 5.8
    we now use ""preview"" instead of ""experimental"".","def experimental(message) -> t.Callable[[_FuncT], _FuncT]:
    """""" Decorator for tagging experimental functions and methods.

    ::

        @experimental(""'foo' is an experimental function and may be ""
                      ""removed in a future release"")
        def foo(x):
            pass

    .. deprecated:: 5.8
        we now use ""preview"" instead of ""experimental"".
    """"""
    return _make_warning_decorator(message, experimental_warn)",132,145
preview,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_meta.py,"Decorator for tagging preview functions and methods.

    @preview(""foo is a preview."")
    def foo(x):
        pass","def preview(message) -> t.Callable[[_FuncT], _FuncT]:
    """"""
    Decorator for tagging preview functions and methods.

        @preview(""foo is a preview."")
        def foo(x):
            pass
    """"""
    return _make_warning_decorator(message, preview_warn)",165,173
basic_auth,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/api.py,"Generate a basic auth token for a given user and password.

This will set the scheme to ""basic"" for the auth token.

:param user: user name, this will set the
:param password: current password, this will set the credentials
:param realm: specifies the authentication provider

:returns: auth token for use with :meth:`GraphDatabase.driver` or
    :meth:`AsyncGraphDatabase.driver`","def basic_auth(
    user: str, password: str, realm: t.Optional[str] = None
) -> Auth:
    """"""Generate a basic auth token for a given user and password.

    This will set the scheme to ""basic"" for the auth token.

    :param user: user name, this will set the
    :param password: current password, this will set the credentials
    :param realm: specifies the authentication provider

    :returns: auth token for use with :meth:`GraphDatabase.driver` or
        :meth:`AsyncGraphDatabase.driver`
    """"""
    return Auth(""basic"", user, password, realm)",124,138
kerberos_auth,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/api.py,"Generate a kerberos auth token with the base64 encoded ticket.

This will set the scheme to ""kerberos"" for the auth token.

:param base64_encoded_ticket: a base64 encoded service ticket, this will set
                              the credentials

:returns: auth token for use with :meth:`GraphDatabase.driver` or
    :meth:`AsyncGraphDatabase.driver`","def kerberos_auth(base64_encoded_ticket: str) -> Auth:
    """"""Generate a kerberos auth token with the base64 encoded ticket.

    This will set the scheme to ""kerberos"" for the auth token.

    :param base64_encoded_ticket: a base64 encoded service ticket, this will set
                                  the credentials

    :returns: auth token for use with :meth:`GraphDatabase.driver` or
        :meth:`AsyncGraphDatabase.driver`
    """"""
    return Auth(""kerberos"", """", base64_encoded_ticket)",141,152
bearer_auth,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/api.py,"Generate an auth token for Single-Sign-On providers.

This will set the scheme to ""bearer"" for the auth token.

:param base64_encoded_token: a base64 encoded authentication token generated
                             by a Single-Sign-On provider.

:returns: auth token for use with :meth:`GraphDatabase.driver` or
    :meth:`AsyncGraphDatabase.driver`","def bearer_auth(base64_encoded_token: str) -> Auth:
    """"""Generate an auth token for Single-Sign-On providers.

    This will set the scheme to ""bearer"" for the auth token.

    :param base64_encoded_token: a base64 encoded authentication token generated
                                 by a Single-Sign-On provider.

    :returns: auth token for use with :meth:`GraphDatabase.driver` or
        :meth:`AsyncGraphDatabase.driver`
    """"""
    return Auth(""bearer"", None, base64_encoded_token)",155,166
custom_auth,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/api.py,"Generate a custom auth token.

:param principal: specifies who is being authenticated
:param credentials: authenticates the principal
:param realm: specifies the authentication provider
:param scheme: specifies the type of authentication
:param parameters: extra key word parameters passed along to the
                   authentication provider

:returns: auth token for use with :meth:`GraphDatabase.driver` or
    :meth:`AsyncGraphDatabase.driver`","def custom_auth(
    principal: t.Optional[str],
    credentials: t.Optional[str],
    realm: t.Optional[str],
    scheme: t.Optional[str],
    **parameters: t.Any
) -> Auth:
    """"""Generate a custom auth token.

    :param principal: specifies who is being authenticated
    :param credentials: authenticates the principal
    :param realm: specifies the authentication provider
    :param scheme: specifies the type of authentication
    :param parameters: extra key word parameters passed along to the
                       authentication provider

    :returns: auth token for use with :meth:`GraphDatabase.driver` or
        :meth:`AsyncGraphDatabase.driver`
    """"""
    return Auth(scheme, principal, credentials, realm, **parameters)",169,188
parse_routing_context,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/api.py,"Parse the query portion of a URI to generate a routing context dictionary.
    ","def parse_routing_context(query):
    """""" Parse the query portion of a URI to generate a routing context dictionary.
    """"""
    if not query:
        return {}

    context = {}
    parameters = parse_qs(query, True)
    for key in parameters:
        value_list = parameters[key]
        if len(value_list) != 1:
            raise ConfigurationError(""Duplicated query parameters with key '%s', value '%s' found in query string '%s'"" % (key, value_list, query))
        value = value_list[0]
        if not value:
            raise ConfigurationError(""Invalid parameters:'%s=%s' in query string '%s'."" % (key, value, query))
        context[key] = value

    return context",534,551
__repr__,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/api.py,:returns: repr string with sorted values,"def __repr__(self) -> str:
        """"""
        :returns: repr string with sorted values
        """"""
        return ""<Bookmark values={{{}}}>"".format("", "".join([""'{}'"".format(ix) for ix in sorted(self._values)]))",216,220
values,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/api.py,:returns: immutable list of bookmark string values,"def values(self) -> frozenset:
        """"""
        :returns: immutable list of bookmark string values
        """"""
        return self._values",226,230
__repr__,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/api.py,:returns: repr string with sorted values,"def __repr__(self) -> str:
        """"""
        :returns: repr string with sorted values
        """"""
        return ""<Bookmarks values={{{}}}>"".format(
            "", "".join(map(repr, sorted(self._raw_values)))
        )",248,254
__bool__,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/api.py,True if there are bookmarks in the container.,"def __bool__(self) -> bool:
        """"""True if there are bookmarks in the container.""""""
        return bool(self._raw_values)",256,258
__add__,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/api.py,Add multiple containers together.,"def __add__(self, other: Bookmarks) -> Bookmarks:
        """"""Add multiple containers together.""""""
        if isinstance(other, Bookmarks):
            if not other:
                return self
            ret = self.__class__()
            ret._raw_values = self._raw_values | other._raw_values
            return ret
        return NotImplemented",260,268
raw_values,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/api.py,"The raw bookmark values.

You should not need to access them unless you want to serialize
bookmarks.

:returns: immutable list of bookmark string values
:rtype: frozenset[str]","def raw_values(self) -> t.FrozenSet[str]:
        """"""The raw bookmark values.

        You should not need to access them unless you want to serialize
        bookmarks.

        :returns: immutable list of bookmark string values
        :rtype: frozenset[str]
        """"""
        return self._raw_values",271,280
from_raw_values,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/api.py,"Create a Bookmarks object from a list of raw bookmark string values.

You should not need to use this method unless you want to deserialize
bookmarks.

:param values: ASCII string values (raw bookmarks)
:type values: Iterable[str]","def from_raw_values(cls, values: t.Iterable[str]) -> Bookmarks:
        """"""Create a Bookmarks object from a list of raw bookmark string values.

        You should not need to use this method unless you want to deserialize
        bookmarks.

        :param values: ASCII string values (raw bookmarks)
        :type values: Iterable[str]
        """"""
        obj = cls()
        bookmarks = []
        for value in values:
            if not isinstance(value, str):
                raise TypeError(""Raw bookmark values must be str. ""
                                ""Found {}"".format(type(value)))
            try:
                value.encode(""ascii"")
            except UnicodeEncodeError as e:
                raise ValueError(f""The value {value} is not ASCII"") from e
            bookmarks.append(value)
        obj._raw_values = frozenset(bookmarks)
        return obj",283,304
address,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/api.py,"Network address of the remote server.
        ","def address(self) -> Address:
        """""" Network address of the remote server.
        """"""
        return self._address",317,320
protocol_version,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/api.py,"Bolt protocol version with which the remote server
communicates. This is returned as a 2-tuple:class:`tuple` (subclass) of
``(major, minor)`` integers.","def protocol_version(self) -> t.Tuple[int, int]:
        """""" Bolt protocol version with which the remote server
        communicates. This is returned as a 2-tuple:class:`tuple` (subclass) of
        ``(major, minor)`` integers.
        """"""
        return self._protocol_version",323,328
agent,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/api.py,"Server agent string by which the remote server identifies
itself.","def agent(self) -> str:
        """""" Server agent string by which the remote server identifies
        itself.
        """"""
        return str(self._metadata.get(""server""))",331,335
connection_id,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/api.py,"Unique identifier for the remote server connection.
        ","def connection_id(self):
        """""" Unique identifier for the remote server connection.
        """"""
        return self._metadata.get(""connection_id"")",340,343
update,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/api.py,"Update server information with extra metadata. This is
typically drawn from the metadata received after successful
connection initialisation.","def update(self, metadata: dict) -> None:
        """""" Update server information with extra metadata. This is
        typically drawn from the metadata received after successful
        connection initialisation.
        """"""
        self._metadata.update(metadata)",345,350
update_bookmarks,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/api.py,"Handle bookmark updates.

:param previous_bookmarks:
    The bookmarks used at the start of a transaction
:param new_bookmarks:
    The new bookmarks retrieved at the end of a transaction","def update_bookmarks(
        self, previous_bookmarks: t.Collection[str],
        new_bookmarks: t.Collection[str]
    ) -> None:
        """"""Handle bookmark updates.

        :param previous_bookmarks:
            The bookmarks used at the start of a transaction
        :param new_bookmarks:
            The new bookmarks retrieved at the end of a transaction
        """"""
        ...",427,438
get_bookmarks,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/api.py,"Return the bookmarks stored in the bookmark manager.

:returns: The bookmarks for the given database","def get_bookmarks(self) -> t.Collection[str]:
        """"""Return the bookmarks stored in the bookmark manager.

        :returns: The bookmarks for the given database
        """"""
        ...",441,446
expires_in,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_auth_management.py,"Return a (flat) copy of this object with a new expiration time.

This is a convenience method for creating an :class:`.ExpiringAuth`
for a relative expiration time (""expires in"" instead of ""expires at"").

    >>> import time, freezegun
    >>> with freezegun.freeze_time(""1970-01-01 00:00:40""):
    ...     ExpiringAuth((""user"", ""pass"")).expires_in(2)
    ExpiringAuth(auth=('user', 'pass'), expires_at=42.0)
    >>> with freezegun.freeze_time(""1970-01-01 00:00:40""):
    ...     ExpiringAuth((""user"", ""pass""), time.time() + 2)
    ExpiringAuth(auth=('user', 'pass'), expires_at=42.0)

:param seconds:
    The number of seconds from now until the authentication information
    expires.

.. versionadded:: 5.9","def expires_in(self, seconds: float) -> ExpiringAuth:
        """"""Return a (flat) copy of this object with a new expiration time.

        This is a convenience method for creating an :class:`.ExpiringAuth`
        for a relative expiration time (""expires in"" instead of ""expires at"").

            >>> import time, freezegun
            >>> with freezegun.freeze_time(""1970-01-01 00:00:40""):
            ...     ExpiringAuth((""user"", ""pass"")).expires_in(2)
            ExpiringAuth(auth=('user', 'pass'), expires_at=42.0)
            >>> with freezegun.freeze_time(""1970-01-01 00:00:40""):
            ...     ExpiringAuth((""user"", ""pass""), time.time() + 2)
            ExpiringAuth(auth=('user', 'pass'), expires_at=42.0)

        :param seconds:
            The number of seconds from now until the authentication information
            expires.

        .. versionadded:: 5.9
        """"""
        return ExpiringAuth(self.auth, time.time() + seconds)",70,90
get_auth,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_auth_management.py,"Return the current authentication information.

The driver will call this method very frequently. It is recommended
to implement some form of caching to avoid unnecessary overhead.

.. warning::

    The method must only ever return auth information belonging to the
    same identity.
    Switching identities using the `AuthManager` is undefined behavior.
    You may use :ref:`session-level authentication<session-auth-ref>`
    for such use-cases.","def get_auth(self) -> _TAuth:
        """"""Return the current authentication information.

        The driver will call this method very frequently. It is recommended
        to implement some form of caching to avoid unnecessary overhead.

        .. warning::

            The method must only ever return auth information belonging to the
            same identity.
            Switching identities using the `AuthManager` is undefined behavior.
            You may use :ref:`session-level authentication<session-auth-ref>`
            for such use-cases.
        """"""
        ...",134,148
handle_security_exception,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_auth_management.py,"Handle the server indicating authentication failure.

The driver will call this method when the server returns any
`Neo.ClientError.Security.*` error. The error will then be processed
further as usual.

:param auth:
    The authentication information that was used when the server
    returned the error.
:param error:
    The error returned by the server.

:returns:
    Whether the error was handled (:data:`True`), in which case the
    driver will mark the error as retryable
    (see :meth:`.Neo4jError.is_retryable`).

.. versionadded:: 5.12","def handle_security_exception(
        self, auth: _TAuth, error: Neo4jError
    ) -> bool:
        """"""Handle the server indicating authentication failure.

        The driver will call this method when the server returns any
        `Neo.ClientError.Security.*` error. The error will then be processed
        further as usual.

        :param auth:
            The authentication information that was used when the server
            returned the error.
        :param error:
            The error returned by the server.

        :returns:
            Whether the error was handled (:data:`True`), in which case the
            driver will mark the error as retryable
            (see :meth:`.Neo4jError.is_retryable`).

        .. versionadded:: 5.12
        """"""
        ...",151,173
get_certificate,/Users/bytedance/test_repo/git/neo4j-python-driver/src/neo4j/_auth_management.py,"Return the new certificate (if present) to use for new connections.

If no new certificate is available, return :data:`None`.
This will make the driver continue using the current certificate.

Note that a new certificate will only be used for new connections.
Already established connections will continue using the old
certificate as TLS is established during connection setup.

:returns: The new certificate to use for new connections.","def get_certificate(self) -> t.Optional[ClientCertificate]:
        """"""
        Return the new certificate (if present) to use for new connections.

        If no new certificate is available, return :data:`None`.
        This will make the driver continue using the current certificate.

        Note that a new certificate will only be used for new connections.
        Already established connections will continue using the old
        certificate as TLS is established during connection setup.

        :returns: The new certificate to use for new connections.
        """"""
        ...",269,282
